student_id,quality,duration_ms,ax_mean,ax_std,ax_min,ax_max,ax_rms,ax_zcr,ax_path,ax_jerk,ay_mean,ay_std,ay_min,ay_max,ay_rms,ay_zcr,ay_path,ay_jerk,az_mean,az_std,az_min,az_max,az_rms,az_zcr,az_path,az_jerk,gx_mean,gx_std,gx_min,gx_max,gx_rms,gx_zcr,gx_path,gx_jerk,gy_mean,gy_std,gy_min,gy_max,gy_rms,gy_zcr,gy_path,gy_jerk,gz_mean,gz_std,gz_min,gz_max,gz_rms,gz_zcr,gz_path,gz_jerk,ax_velocity_proxy,ay_velocity_proxy,az_velocity_proxy,gx_velocity_proxy,gy_velocity_proxy,gz_velocity_proxy,accel_gyro_energy_ratio,ax_ay_corr,ay_az_corr,gx_gy_corr,gy_gz_corr,gx_to_ax_ratio,gy_to_ay_ratio,gz_to_az_ratio
1-2-2026,bad,3849,12459.435897435897,1748.9290198909491,3132,18408,12580.027059609722,0.5128205128205128,121312,1575.4805194805194,10464.153846153846,1606.2611833107928,7104,14524,10585.155304506061,0.5,143568,1864.5194805194806,-263.38461538461536,2032.010233834857,-5196,6248,2036.0501731765619,0.5,181040,2351.1688311688313,394.05128205128204,1469.0778086015757,-2669,5105,1511.8852215287122,0.41025641025641024,120146,1560.3376623376623,289.1923076923077,2545.8670661253345,-6002,5422,2545.972493154126,0.44871794871794873,208929,2713.3636363636365,49.47435897435897,2049.0722558571747,-5992,6829,2036.4958560711268,0.4230769230769231,147932,1921.1948051948052,1575.4805194805194,1864.5194805194806,2351.1688311688313,1560.3376623376623,2713.3636363636365,1921.1948051948052,4.135177298228101,0.15923251988615025,0.262766072764424,-0.3763143138163026,-0.15957624138989812,0.12018139660944696,0.2405229228738658,1.0002188953397206
1-2-2026,bad,4651,12160.425531914894,1434.4848349518038,8828,18772,12243.847636105662,0.3829787234042553,121752,1309.1612903225807,10813.95744680851,1528.0071772258225,6416,14056,10920.24007217985,0.4574468085106383,149244,1604.774193548387,-491.5744680851064,1507.8601193599377,-4776,3688,1578.3218666969094,0.5212765957446809,154948,1666.1075268817203,380.02127659574467,1466.868597868741,-2738,5333,1507.7231813198873,0.44680851063829785,138872,1493.247311827957,279.5425531914894,2179.2586816152784,-6228,4986,2185.5867341152184,0.5212765957446809,223033,2398.2043010752686,219.87234042553192,1696.5385394342984,-3844,6881,1701.754170060749,0.35106382978723405,141746,1524.1505376344087,1309.1612903225807,1604.774193548387,1666.1075268817203,1493.247311827957,2398.2043010752686,1524.1505376344087,4.586119678710406,-0.11808040060505902,0.5001850213925156,-0.44639927747141006,0.07615106411703502,0.12314128907898594,0.20014090527945697,1.0782047723535328
1-2-2026,good,5750,12420.896551724138,872.9201505323366,8616,14688,12451.268684839668,0.4482758620689655,111244,967.3391304347826,10619.689655172413,981.3897015593941,8248,13496,10664.550216035594,0.39655172413793105,117428,1021.1130434782609,-492.2758620689655,1318.961459609049,-4864,4292,1402.4969850603773,0.3706896551724138,129032,1122.017391304348,225.0,1048.1847331375366,-2118,4159,1067.635124291389,0.3793103448275862,97007,843.5391304347826,212.75,1487.7768934832295,-5883,3636,1496.5496725514301,0.5172413793103449,159993,1391.2434782608696,36.56896551724138,1351.4977406671778,-2835,4355,1346.1565082959658,0.3706896551724138,128324,1115.8608695652174,967.3391304347826,1021.1130434782609,1122.017391304348,843.5391304347826,1391.2434782608696,1115.8608695652174,6.2701217020224576,-0.11318666815672945,0.5175693943244896,-0.4398979398116994,-0.24443512180426585,0.08574508760746348,0.14032937555686464,0.9598284500256415
1-2-2026,good,7693,12420.129032258064,713.8431446687822,10064,14824,12440.49394725197,0.49032258064516127,117124,760.5454545454545,10681.729032258065,708.2743645299865,8572,13356,10705.033919881173,0.3419354838709677,104904,681.1948051948052,-359.0451612903226,1164.867894755851,-5124,6860,1215.350293324468,0.38064516129032255,140796,914.2597402597403,236.32258064516128,798.1744669441692,-1686,3450,829.9521867300938,0.41935483870967744,106582,692.0909090909091,110.27741935483871,1307.0828357154219,-6523,3824,1307.5183709312005,0.4,154657,1004.2662337662338,120.40645161290323,1218.668422227609,-2281,6384,1220.6837454687486,0.36774193548387096,128191,832.4090909090909,760.5454545454545,681.1948051948052,914.2597402597403,692.0909090909091,1004.2662337662338,832.4090909090909,7.254246218077968,-0.2147716539846856,0.3685361789703826,-0.4873007840210448,-0.4127653955994267,0.06671376475744449,0.1221405163771376,1.004388406510606
1-2-2026,good,7301,12235.809523809523,750.9719485972221,8696,14388,12258.676809331677,0.40816326530612246,109988,753.3424657534247,10782.421768707483,708.6712332126594,8636,12648,10805.527182283835,0.4217687074829932,103748,710.6027397260274,-274.17687074829934,1015.2807540766051,-3684,4056,1048.310905744112,0.4013605442176871,127280,871.7808219178082,188.24489795918367,780.6486378509767,-1587,2737,800.4391141805878,0.35374149659863946,107996,739.6986301369863,201.7482993197279,1123.6752312184947,-4414,2867,1137.8747614694316,0.41496598639455784,143689,984.1712328767123,4.360544217687075,1056.5212815805362,-2526,4218,1052.930568609785,0.3469387755102041,119638,819.4383561643835,753.3424657534247,710.6027397260274,871.7808219178082,739.6986301369863,984.1712328767123,819.4383561643835,8.061031232526144,-0.16762606843833158,0.41894884018632506,-0.36366967607283673,-0.18895254251402724,0.06529571882554025,0.10530488167479005,1.0044067669581163
1-2-2026,good,6598,12104.812030075187,840.8836275048385,8604,13952,12133.764590094022,0.45864661654135336,117460,889.8484848484849,10936.721804511279,834.5042200211349,8912,13732,10968.274479271184,0.42105263157894735,108428,821.4242424242424,-288.2706766917293,1135.9124161167422,-5020,4736,1167.7737446941478,0.42857142857142855,139736,1058.6060606060605,219.7669172932331,899.020796328192,-2070,2355,922.2032909149891,0.40601503759398494,114755,869.3560606060606,244.203007518797,1447.0523422471654,-4757,4101,1462.1393662424214,0.40601503759398494,168317,1275.128787878788,-14.864661654135338,1122.843412960872,-2837,4813,1118.7129924151664,0.3684210526315789,122581,928.6439393939394,889.8484848484849,821.4242424242424,1058.6060606060605,869.3560606060606,1275.128787878788,928.6439393939394,6.928183630223641,-0.258027268121039,0.5534019888445962,-0.453271667590783,-0.006584312426847264,0.07600306434096064,0.13330623416403334,0.9579877921901567
1-2-2026,good,7147,12026.444444444445,801.1456288155846,9360,15672,12052.91429950081,0.4027777777777778,110816,774.9370629370629,10938.138888888889,834.7466648995936,8612,13492,10969.724036840875,0.3472222222222222,110456,772.4195804195804,-1189.611111111111,1086.2866311018677,-7784,2440,1608.4149547510017,0.2986111111111111,131032,916.3076923076923,135.11805555555554,969.4884924610371,-2870,3170,975.519188688772,0.3541666666666667,109269,764.1188811188811,213.67361111111111,1345.839846610781,-4842,4995,1358.073244526966,0.4375,165998,1160.8251748251748,-85.06944444444444,1354.7222441445733,-3969,5332,1352.6877770654328,0.3541666666666667,136538,954.8111888111888,774.9370629370629,772.4195804195804,916.3076923076923,764.1188811188811,1160.8251748251748,954.8111888111888,6.681817951797033,-0.202553280492394,0.29116306041930456,-0.13810125280600388,-0.3151719698278475,0.08093637475280466,0.12380195161174445,0.8410067142367719
1-2-2026,good,6251,12392.095238095239,1297.256720490259,8076,20048,12459.275389768669,0.4126984126984127,147636,1181.088,10662.444444444445,1049.9606663532159,6676,14392,10713.60768309637,0.3412698412698413,112072,896.576,-517.9047619047619,1231.3297620284918,-5244,3172,1331.3020717888207,0.46825396825396826,158340,1266.72,299.6190476190476,945.9608605615169,-2187,2895,988.6918646244659,0.3492063492063492,96834,774.672,265.3492063492063,1552.277724210254,-3859,5623,1568.7105512652083,0.3968253968253968,165774,1326.192,99.28571428571429,1343.4100184658016,-3217,5314,1341.7468890538612,0.3968253968253968,143834,1150.672,1181.088,896.576,1266.72,774.672,1326.192,1150.672,6.284495212148389,-0.1917419489435164,0.3088238909076924,-0.41103235064011623,-0.08525738164871731,0.07935388163560521,0.14642225079735313,1.0078455644879756
1-2-2026,good,5199,12299.695238095239,842.8055155232059,9736,15772,12328.262615786927,0.5238095238095238,99752,959.1538461538462,10719.580952380953,996.351640707934,7796,13860,10765.34615991781,0.3619047619047619,102952,989.9230769230769,-655.3523809523809,1249.819817636437,-6280,2604,1405.9372877702822,0.4095238095238095,124756,1199.576923076923,277.8,1076.4645694265878,-2460,4201,1106.757808926166,0.3619047619047619,98117,943.4326923076923,325.4190476190476,1602.8877472870427,-4352,4991,1628.0901841172827,0.4,154649,1487.0096153846155,16.61904761904762,1350.554112641238,-4218,5566,1344.210254954116,0.42857142857142855,125099,1202.875,959.1538461538462,989.9230769230769,1199.576923076923,943.4326923076923,1487.0096153846155,1202.875,6.0061770555730165,-0.09186898811954579,0.33433064021064557,-0.23580921683280576,-0.07242273611686248,0.08977402926338833,0.1512343551039587,0.9560954572375298
1-2-2026,good,5902,12515.899159663866,1267.3268236254783,9288,20568,12579.362156679788,0.42016806722689076,129844,1100.3728813559321,10580.403361344537,873.9980832245178,8136,14016,10616.138132123948,0.4369747899159664,100840,854.5762711864406,-598.0504201680673,1173.1824734798636,-4528,3168,1312.423481563014,0.44537815126050423,148696,1260.135593220339,277.93277310924367,919.4624786686692,-2352,3051,956.8456405460249,0.3865546218487395,103594,877.9152542372881,292.05882352941177,1425.7934828833038,-5571,4428,1449.5179639214866,0.4117647058823529,140507,1190.7372881355932,51.21008403361345,1206.371087706176,-2685,4576,1202.382634605141,0.36134453781512604,124731,1057.042372881356,1100.3728813559321,854.5762711864406,1260.135593220339,877.9152542372881,1190.7372881355932,1057.042372881356,6.791257167994542,0.08591649527761629,0.3185980422226953,-0.09838435529639027,0.05402880761349484,0.07606471842945264,0.13653910167189445,0.9161544658260945
